,Medicine name,Therapeutic area,International non-proprietary name (INN) / common name,Substance,,Interaction term,
,Lenalidomide Krka,"Multiple Myeloma, Lymphoma, Follicular",lenalidomide,Diphtheria toxoid,x,,
,Zavicefta,"Pneumonia, Bacterial, Soft Tissue Infections, Pneumonia, Urinary Tract Infections, Gram-Negative Bacterial Infections","ceftazidime, avibactam",vestronidase alfa,x,,
,Lenalidomide Krka d.d. Novo mesto,"Multiple Myeloma, Myelodysplastic Syndromes, Lymphoma, Follicular, Lymphoma, Mantle-Cell",lenalidomide,stavudine,,"Avoid alcohol. Ingesting alcohol while taking stavudine may increase the risk of liver damage and pancreatitis.
Take with or without food.",
,Lenalidomide Krka d.d.,"Multiple Myeloma, Lymphoma, Follicular, Myelodysplastic Syndromes",lenalidomide,vismodegib,,,
,Crysvita,"Hypophosphatemia, Familial, Hypophosphatemic Rickets, X-Linked Dominant",burosumab,asparaginase,x,,
,Clopidogrel Taw Pharma (previously Clopidogrel Apotex),"Peripheral Vascular Diseases, Stroke, Myocardial Infarction",clopidogrel,sugammadex,,,
,Enzepi,Exocrine Pancreatic Insufficiency,pancreas powder,Bulevirtide acetate,x,,
,EndolucinBeta,Radionuclide Imaging,lutetium (177 Lu) chloride,sufentanil,,"Avoid alcohol. Ingesting alcohol may potentiate the CNS depressant effects of sufentanil.
Avoid grapefruit products. Sufentanil is a CYP3A4 substrate; therefore, concomitant ingestion of CYP3A4 inhibitors like grapefruit products may increase serum levels of sufentanil and potentiate CNS depression.",
,Darunavir Mylan,HIV Infections,darunavir,Fampridine,,"Take with or without food. High-fat meals increase drug absorption, but not to a clinically significant extent.
",
,Javlor,"Carcinoma, Transitional Cell, Urologic Neoplasms",vinflunine,bezlotoxumab,x,,
,Dafiro,Hypertension,"amlodipine, valsartan",degarelix,,,
,Sprycel,"Precursor Cell Lymphoblastic Leukemia-Lymphoma, Leukemia, Myelogenous, Chronic, BCR-ABL Positive",dasatinib,maraviroc,,,
,Udenyca,Neutropenia,pegfilgrastim,pentosan polysulfate sodium,x,,
,Ultomiris,"Hemoglobinuria, Paroxysmal",ravulizumab,Trientine tetrahydrochloride,,"Take at least 2 hours before or after iron supplements. Iron and triethylenetetramine inhibit each others absorption.
Take on an empty stomach. Take triethylenetetramine one hour before or two hours after eating a meal or at least one hour of separation from other drugs, milk, or food.",
,Mysildecard,"Hypertension, Pulmonary",sildenafil,human normal immunoglobulin (SCIg),x,,
,Halaven,"Breast Neoplasms, Liposarcoma",eribulin,everolimus,,"Avoid grapefruit products. Grapefruit inhibits the metabolism of everolimus through the CYP3A4 pathway and, therefore, may increase serum levels of everolimus.
Avoid St. John's Wort. Coadministration of St. John's Wort with everolimus may reduce serum levels of everolimus by inducing CYP3A4 and P-glycoprotein (PGP).
Take at the same time every day.
Take with a full glass of water.
Take with or without food. Take consistently with regard to food as food may reduce the AUC and Cmax of everolimus.",
,Bavencio,Neuroendocrine Tumors,avelumab,vigabatrin,,Take with plain water. Only mix vigabatrin oral solution powder with plain water.,
,Lamivudine/Zidovudine Teva,HIV Infections,"lamivudine, zidovudine",verteporfin,,,
,Tenofovir disoproxil Mylan,HIV Infections,tenofovir disoproxil,tocilizumab,x,,
,Ritemvia,"Lymphoma, Non-Hodgkin, Microscopic Polyangiitis, Wegener Granulomatosis",rituximab,simoctocog alfa,x,,
,Levetiracetam Actavis Group,Epilepsy,levetiracetam,erenumab,x,,
,Blitzima,"Lymphoma, Non-Hodgkin, Leukemia, Lymphocytic, Chronic, B-Cell",rituximab,Treosulfan,x,,
,Pregabalin Sandoz GmbH,"Anxiety Disorders, Epilepsy",pregabalin,ranibizumab,x,,
,Duloxetine Zentiva,"Anxiety Disorders, Depressive Disorder, Major, Neuralgia, Diabetes Mellitus",duloxetine,glycerol phenylbutyrate,,Take with food,
,Levetiracetam Accord,Epilepsy,levetiracetam,idebenone,x,,
,Edarbi,Hypertension,azilsartan medoxomil,Imlifidase,x,,
,Kevzara,"Arthritis, Rheumatoid",sarilumab,pemetrexed diacid monohydrate,x,,
,Adcirca (previously Tadalafil Lilly),"Hypertension, Pulmonary",tadalafil,aliskiren,,"Do not take with or immediately after a high-fat meal. The absorption of aliskiren is substantially reduced by taking it with high-fat meals.
Take with or without food. Take consistently at the same time in regard to meals.",
,Trogarzo,HIV Infections,ibalizumab,lonoctocog alfa,x,,
,Zeffix,"Hepatitis B, Chronic",lamivudine,omalizumab,x,,
,Mulpleo (previously Lusutrombopag Shionogi),Thrombocytopenia,lusutrombopag,outer membrane vesicles from neisseria meningitidis group b (strain nz 98/254),x,,
,Invokana,"Diabetes Mellitus, Type 2",canagliflozin,brexpiprazole,,"Avoid St. John's Wort. This herb induces the CYP3A metabolism of brexpiprazole and may reduce its serum concentration. The dose of Brexpiprazole should be doubled if administered with St. John's wort.
Drink plenty of fluids.
Take with or without food.",
,Imfinzi,"Carcinoma, Non-Small-Cell Lung",durvalumab,brinzolamide,,,
,Kengrexal,"Acute Coronary Syndrome, Vascular Surgical Procedures",cangrelor,pasireotide,,,
,Beovu,Wet Macular Degeneration,brolucizumab,ketorolac,,"Take with food. Food reduces GI irritation.
",
,Praxbind,Hemorrhage,idarucizumab,cholic acid,,"Take separate from antacids. Take at least 1 hour before or 4-6 hours after aluminum-containing antacids.
Take with food.",
,Irbesartan/Hydrochlorothiazide Teva,Hypertension,"irbesartan, hydrochlorothiazide",allopurinol,x,"Avoid alcohol.
Take with a full glass of water.
Take with food.",
,Gilenya,Multiple Sclerosis,fingolimod,lefamulin acetate,x,,
,Multaq,Atrial Fibrillation,dronedarone,reassortant influenza virus (live attenuated) of the following four strains:A/California/7/2009 (H1N1)pdm09 - like strain(A/Bolivia/559/2013,x,,
,Desloratadine ratiopharm,"Rhinitis, Allergic, Perennial, Urticaria, Rhinitis, Allergic, Seasonal",desloratadine,lesinurad,,"Drink plenty of fluids.
Take with a full glass of water.
Take with food.",
,Nplate,"Purpura, Thrombocytopenic, Idiopathic",romiplostim,Ingenol mebutate,x,,
,Velphoro,"Hyperphosphatemia, Renal Dialysis",sucroferric oxyhydroxide,anidulafungin,,,
,Esmya,Leiomyoma,ulipristal,tegafur,,"Drink plenty of fluids. Drinking water is important to prevent dehydration when taking Teysuno.
Take on an empty stomach. Food does not impact the bioavailability of tegafur. Food does affect other ingredients in the combination product Teysuno. Take Teysuno at least 1 hour before or after eating.",
,Ulipristal Acetate Gedeon Richter,Leiomyoma,ulipristal acetate,ledipasvir,,"Avoid St. John's Wort. This herb induces PGP and may reduce the serum concentration of ledipasvir.
Take separate from antacids. Take at least 4 hours before or after antacids.
Take with or without food.",
,Mycophenolate mofetil Teva,Graft Rejection,mycophenolate mofetil,cobicistat,,"Avoid St. John's Wort. St. John's Wort is contraindicated as it induces the CYP3A metabolism of cobicistat and may reduce its serum concentration.
Take at the same time every day.
Take with food.",
,Raloxifene Teva,"Osteoporosis, Postmenopausal",raloxifene,cefiderocol sulfate tosilate,x,,
,Xarelto,"Arthroplasty, Replacement, Venous Thromboembolism",rivaroxaban,Prucalopride succinate,,Avoid alcohol.,
,Neofordex,Multiple Myeloma,dexamethasone,brodalumab,x,,
,Empliciti,Multiple Myeloma,elotuzumab,Mexiletine hydrochloride,,"Take with food. Food reduces irritation.
",
,Pregabalin Mylan Pharma,"Anxiety Disorders, Neuralgia, Epilepsy",pregabalin,Recombinant Adenovirus type 26 (Ad26) encoding the glycoprotein (GP) of the Ebola virus Zaire (ZEBOV) Mayinga strain,x,,
,Amlodipine  / Valsartan Mylan ,Hypertension,"amlodipine, valsartan",Human coagulation factor VIII,x,,
,Nordimet,"Arthritis, Psoriatic, Psoriasis, Arthritis, Juvenile Rheumatoid, Arthritis, Rheumatoid",methotrexate,dexmedetomidine,,,
,Circadin,Sleep Initiation and Maintenance Disorders,melatonin,Doravirine,,"Avoid St. John's Wort. This herb induces the CYP3A metabolism of doravirine and may reduce its serum concentration. Co-administration of doravirine with St. John's Wort is contraindicated.
Take at the same time every day.
Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",
,Caelyx pegylated liposomal,"Sarcoma, Kaposi, Multiple Myeloma, Ovarian Neoplasms, Breast Neoplasms",doxorubicin,parecoxib sodium,,,
,Prevymis,Cytomegalovirus Infections,letermovir,binimetinib,,,
,Rydapt,"Leukemia, Myeloid, Acute, Mastocytosis",midostaurin,ciclosporin,,"Avoid grapefruit products.
Avoid potassium-containing products. Taking products that increase serum potassium may increase the risk of hyperkalemia.
Avoid St. John's Wort.
Take at the same time every day. Take consistently with regard to food.",
,Ventavis,"Hypertension, Pulmonary",iloprost,nepafenac,,,
,Tookad,Prostatic Neoplasms,padeliporfin,Fostamatinib disodium,,"Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of fostamatinib.
Take with or without food.",
,Bosulif,"Leukemia, Myeloid",bosutinib,guanfacine hydrochloride,,,
,Lacosamide UCB,"Epilepsies, Partial",lacosamide,norelgestromin,x,,
,Gazyvaro,"Leukemia, Lymphocytic, Chronic, B-Cell",obinutuzumab,Ramucirumab,x,,
,Halimatoz,"Hidradenitis Suppurativa, Psoriasis, Arthritis, Juvenile Rheumatoid, Uveitis, Arthritis, Rheumatoid, Spondylitis, Ankylosing, Arthritis, Psoriatic",adalimumab,spheroids of human autologous matrix-associated chondrocytes,x,,
,Imatinib Teva,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive, Precursor Cell Lymphoblastic Leukemia-Lymphoma, Myelodysplastic-Myeloproliferative Diseases, Hypereosinophilic Syndrome, Dermatofibrosarcoma",imatinib,anakinra,x,,
,Entecavir Accord,"Hepatitis B, Chronic",entecavir,axicabtagene ciloleucel,x,,
,Yttriga,Radionuclide Imaging,yttrium [90Y] chloride,idursulfase,x,,
,Potactasol,"Uterine Cervical Neoplasms, Small Cell Lung Carcinoma",topotecan,human papillomavirus1 type 16 L1 protein,x,,
,Defitelio,Hepatic Veno-Occlusive Disease,defibrotide,flutemetamol (18F),x,,
,Nilemdo,"Hypercholesterolemia, Dyslipidemias",bempedoic acid,alectinib hydrochloride,,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of alectinib.
Exercise caution with St. John's Wort. This herb induces CYP3A metabolism, which may reduce serum levels of alectinib.
Take with food.",
,Zynteglo,beta-Thalassemia,betibeglogene autotemcel,Nonacog beta pegol,x,,
,Relistor,"Opioid-Related Disorders, Constipation",methylnaltrexone bromide,mifamurtide,x,,
,Strimvelis,Severe Combined Immunodeficiency,autologous CD34+ enriched cell fraction that contains CD34+ cells transduced with retroviral vector that encodes for the human ADA cDNA sequence,panobinostat lactate anhydrous,,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of panobinostat.
Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of panobinostat.
Take at the same time every day.
Take with a full glass of water.
Take with or without food.",
,Telmisartan Teva Pharma,Hypertension,telmisartan,fosaprepitant,x," Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of fosaprepitant, which may increase its serum concentration.
Exercise caution with St. John's Wort. This herb induces the CYP3A4 metabolism of fosaprepitant and may reduce its serum concentration.",
,Darunavir Krka,HIV Infections,darunavir,granisetron,,,
,Ibandronic Acid Teva,"Breast Neoplasms, Neoplasm Metastasis, Fractures, Bone, Osteoporosis, Postmenopausal",ibandronic acid,Galcanezumab,x,,
,Clopidogrel / Acetylsalicylic acid Mylan,"Acute Coronary Syndrome, Myocardial Infarction","clopidogrel, acetylsalicylic acid",Vernakalant hydrochloride,,,
,Zostavax,"Herpes Zoster, Immunization",shingles (herpes zoster) vaccine (live),teduglutide,x,,
,Alunbrig,"Carcinoma, Non-Small-Cell Lung",brigatinib,ivabradine,,Avoid grapefruit products.,
,Lojuxta,Hypercholesterolemia,lomitapide,rasagiline tartrate,,"Avoid St. John's Wort. Co-administration of rasagiline with this herb is contraindicated.
Avoid tyramine-containing foods and supplements. Avoid food containing high amounts of tyramine (>150mg) as these may increase the risk of hypertensive reaction. Tyramine-containing foods include cheese, red wine, flava beans, pickled food, cured food, and alcoholic beverages.
Take with or without food.",
,Actelsar HCT,Essential Hypertension,"telmisartan, hydrochlorothiazide",Volanesorsen sodium,x,,
,Lutathera,Neuroendocrine Tumors,lutetium (177Lu) oxodotreotide,paliperidone,,"Avoid alcohol.
",
,Darzalex,Multiple Myeloma,daratumumab,chimeric yellow fever dengue virus serotype 1 (live,x,,
,Invanz,"Community-Acquired Infections, Streptococcal Infections, Staphylococcal Infections, Gram-Negative Bacterial Infections, Surgical Wound Infection, Pneumonia, Bacterial",ertapenem,strontium ranelate,,"Avoid calcium supplements/calcium rich foods. Take strontium ranelate separated from calcium-containing food and supplements.
Take on an empty stomach. Take strontium ranelate between meals and at least 2 hours after eating at bedtime for optimal bioavailability.",
,Takhzyro,"Angioedemas, Hereditary",lanadelumab,febuxostat,,,
,Ocaliva,"Liver Cirrhosis, Biliary",obeticholic acid,radium (223Ra) dichloride,x,,
,Tecartus,"Lymphoma, Mantle-Cell",Autologous peripheral blood T cells CD4 and CD8 selected and CD3 and CD28 activated transduced with retroviral vector expressing anti-CD19 CD28/CD3-zeta chimeric antigen receptor and cultured,moroctocog alfa,x,,
,Elzonris,Lymphoma,tagraxofusp,sodium zirconium cyclosilicate,x,,
,Bevespi Aerosphere,"Pulmonary Disease, Chronic Obstructive","glycopyrronium, formoterol fumarate dihydrate",Venetoclax,,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of venetoclax.
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of venetoclax.
Take at the same time every day.
Take with a full glass of water.
Take with food.",
,Clopidogrel ratiopharm GmbH,"Peripheral Vascular Diseases, Acute Coronary Syndrome, Myocardial Infarction, Stroke",clopidogrel,oxybutynin,,Avoid alcohol.,
,Kovaltry,Hemophilia A,octocog alfa,Mirabegron,,"Take with or without food. Food decreases drug absorption, but not to a clinically significant extent.
",
,Dupixent,"Dermatitis, Atopic",dupilumab,hepatitis A virus (inactivated),x,,
,Xofluza,"Influenza, Human",baloxavir marboxil,hepatitis A virus (inactivated),x,,
,ViraferonPeg,"Hepatitis C, Chronic",peginterferon alfa-2b,sulphur hexafluoride,,,
,Tremfya,Psoriasis,guselkumab,vardenafil,x,"Avoid grapefruit products. Vardenafil is metabolized by CYP3A4, and grapefruit products are CYP3A4 inhibitors; therefore, coadministration may increase serum levels of vardenafil and result in increased hypotension. .
Take with or without food.",
,Symkevi,Cystic Fibrosis,"tezacaftor, ivacaftor",stiripentol,,"Avoid alcohol. Ingesting alcohol may increase the dizziness and drowsiness that can be caused by stiripentol.
Avoid St. John's Wort. This herb induces the CYP3A metabolism of stiripentol and may reduce its serum concentration.
Take with a full glass of water.
Take with food.",
,Mysimba,"Obesity, Overweight","naltrexone, bupropion",micafungin,,,
,Roclanda,"Glaucoma, Open-Angle, Ocular Hypertension",latanoprost / netarsudil,Para-aminosalicylic acid,,,
,Oslif Breezhaler,"Pulmonary Disease, Chronic Obstructive",indacaterol,Pneumococcal polysaccharide serotype 23F,x,,
,Ryzodeg,Diabetes Mellitus,"insulin degludec, insulin aspart",copper (64Cu) chloride,,,
,Roteas,"Stroke, Venous Thromboembolism",edoxaban,human rotavirus,x,,
,Cerezyme,Gaucher Disease,imiglucerase,nonacog gamma,x,,
,Qutavina,Osteoporosis,teriparatide,interferon alfa-2b,x,,
,Ovitrelle,"Anovulation, Reproductive Techniques, Assisted, Infertility, Female",choriogonadotropin alfa,ibritumomab tiuxetan,x,,
,Yervoy,Melanoma,ipilimumab,bedaquiline fumarate,,"Take with food. Food significantly increases the oral bioavailability.
",
,Clopidogrel TAD,"Peripheral Vascular Diseases, Stroke, Myocardial Infarction",clopidogrel,Sapropterin dihydrochloride,x,,
,Jetrea,Retinal Diseases,ocriplasmin,trientine dihydrochloride,,,  Triethylenetetramine
,Tyverb,Breast Neoplasms,lapatinib,abemaciclib,,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of abemaciclib.
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of abemaciclib.
Take at the same time every day.
Take with or without food.",
,Toujeo (previously Optisulin),Diabetes Mellitus,insulin glargine,collagenase Clostridium histolyticum,x,,
,Tresiba,Diabetes Mellitus,insulin degludec,rolapitant,,"Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of rolapitant.
Take with or without food.",
,Brintellix,"Depressive Disorder, Major",vortioxetine,pixantrone dimaleate,x,,
,INOmax,"Hypertension, Pulmonary, Respiratory Insufficiency",nitric oxide,meningococcal group A,x,,
,Grepid,"Peripheral Vascular Diseases, Stroke, Myocardial Infarction",clopidogrel,Romosozumab,x,,
,Sebivo,"Hepatitis B, Chronic",telbivudine,human coagulation factor IX,x,,
,Mayzent,"Multiple Sclerosis, Relapsing-Remitting",siponimod,Allogeneic T cells genetically modified with a retroviral vector encoding for a truncated form of the human low affinity nerve growth factor receptor (ΔLNGFR) and the herpes simplex I virus thymidine kinase (HSV-TK Mut2),x,,
,Holoclar,"Stem Cell Transplantation, Corneal Diseases",ex vivo expanded autologous human corneal epithelial cells containing stem cells,follitropin alfa,x,,
,Valdoxan,"Depressive Disorder, Major",Agomelatine,ferric citrate coordination complex,x,,
,Thymanax,"Depressive Disorder, Major",Agomelatine,cetuximab,x,,
,Phesgo,Breast Neoplasms,"pertuzumab, trastuzumab",panitumumab,x,,
,Panretin,"Sarcoma, Kaposi",alitretinoin,piperaquine tetraphosphate,x,,
,BeneFIX,Hemophilia B,nonacog alfa,trastuzumab emtansine,x,,
,Prevenar 13,"Pneumococcal Infections, Immunization","pneumococcal polysaccharide conjugate vaccine (13-valent, adsorbed)",quizartinib dihydrochloride,x,,
,Fintepla,"Epilepsies, Myoclonic",fenfluramine,Methoxy polyethylene glycol-epoetin beta,x,,
,Livogiva,Osteoporosis,teriparatide,cetrorelix (as acetate),x,,
,Rebif,Multiple Sclerosis,interferon beta-1a,Reslizumab,x,,
,Zirabev,"Colorectal Neoplasms, Breast Neoplasms, Carcinoma, Non-Small-Cell Lung, Carcinoma, Renal Cell, Uterine Cervical Neoplasms",bevacizumab,Prasterone,,,
,Gliolan,Glioma,5-aminolevulinic acid hydrochloride,Netarsudil,x,,
,Xoterna Breezhaler,"Pulmonary Disease, Chronic Obstructive","indacaterol, glycopyrronium bromide",varenicline,x,"Avoid excessive or chronic alcohol consumption. Varenicline may increase the effects of alcohol; therefore, reduce consumption of alcohol when starting varenicline.",
,Leqvio,"Hypercholesterolemia, Dyslipidemias",inclisiran,hydrocortisone,,"Avoid alcohol.
",
,Trixeo Aerosphere,"Pulmonary Disease, Chronic Obstructive","formoterol, glycopyrronium bromide, budesonide",naloxegol oxalate,x,,
,Simulect,"Graft Rejection, Kidney Transplantation",basiliximab,split influenza virus,x,,
,Onbrez Breezhaler,"Pulmonary Disease, Chronic Obstructive",indacaterol,epoetin alfa,x,,
,Luxturna,"Leber Congenital Amaurosis, Retinitis Pigmentosa",voretigene neparvovec,ponatinib,,"Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of ponatinib and may reduce its serum concentration.
Exercise caution with grapefruit products. If coadministration of ponatinib and grapefruit is necessary, reduce the dose of ponatinib.
Take with or without food.",
,Telmisartan Actavis,Hypertension,telmisartan,regorafenib,,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of regorafenib.
Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce serum levels of regorafenib.
Take after a meal. Should be taken following a low-fat meal containing less than 600 calories and less than 30% fat.
Take at the same time every day.",
,Rekambys,HIV Infections,rilpivirine,dexrazoxane hydrochloride,,,
,Alofisel,Rectal Fistula,darvadstrocel,cytarabine,,,
,Jakavi,"Myeloproliferative Disorders, Polycythemia Vera",ruxolitinib,Olaratumab,x,,
,Lonsurf,Colorectal Neoplasms,"trifluridine, tipiracil",daclatasvir dihydrochloride,,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of daclatasvir, which may increase its serum concentration. Dose changes may be necessary.
Avoid St. John's Wort. This herb induces the CYP3A metabolism of daclatasvir and may reduce its serum concentration. Co-administration of daclatasvir with St. John's Wort is contraindicated.
Take with or without food. Daclatasvir AUC and Cmax are slightly reduced when administered with food.",
,Veklury,Coronavirus Infections,remdesivir,rurioctocog alfa pegol,x,,
,Izba,"Ocular Hypertension, Glaucoma, Open-Angle",travoprost,human hepatitis B immunoglobulin,x,,
,Hemlibra,Hemophilia A,emicizumab,tocofersolan,,,
,Zytiga,Prostatic Neoplasms,abiraterone,recombinant cholera toxin B subunit,x,,
,Sixmo,Opioid-Related Disorders,buprenorphine,L-arginine hydrochloride,x,,
,Palforzia,Peanut Hypersensitivity,"defatted powder of Arachis hypogaea L., semen (peanuts)",etelcalcetide hydrochloride,x,,
,Rybelsus,"Diabetes Mellitus, Type 2",semaglutide,Antithrombin alfa,x,,
,Stalevo,Parkinson Disease,"levodopa, carbidopa, entacapone",salmeterol,,,
,Mylotarg,"Leukemia, Myeloid, Acute",gemtuzumab ozogamicin,pegaptanib,x,,
,Xagrid,"Thrombocythemia, Essential",anagrelide,telithromycin,,,
,NeoRecormon,"Kidney Failure, Chronic, Anemia, Cancer, Blood Transfusion, Autologous",epoetin beta,Ibuprofen,,"Avoid alcohol.
Take with food. Food reduces irritation.",
,Zypadhera,Schizophrenia,olanzapine,zinc,,"Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus.
Do not take with bran and high fiber foods. For optimal absorption, take zinc at least 2 hours before or after eating high-fiber foods.
Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset.",
,Turalio,"Giant Cell Tumor of Tendon Sheath, Synovitis, Pigmented Villonodular",Pexidartinib,Betaine anhydrous,,,
,Micardis,Hypertension,telmisartan,Nalmefene hydrochloride dihydrate,x,,
,Orbactiv,"Soft Tissue Infections, Skin Diseases, Bacterial",oritavancin,brimonidine tartrate,x,,
,Kinzalmono (previously Telmisartan Boehringer Ingelheim Pharma KG),Hypertension,telmisartan,riociguat,,"Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of riociguat and may reduce its serum concentration.
Take separate from antacids. Take at least 1 hour before or after antacids. Aluminum or magnesium hydroxide antacids may reduce riociguat absorption.
Take with or without food.",
,Idacio,"Arthritis, Rheumatoid, Arthritis, Juvenile Rheumatoid, Psoriasis, Arthritis, Psoriatic, Spondylitis, Ankylosing, Uveitis, Hidradenitis Suppurativa, Colitis, Ulcerative, Crohn Disease",adalimumab,erlotinib,,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of erlotinib.
Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of erlotinib.
Take on an empty stomach. Food increases erlotinib bioavailability, therefore administer at least 1 hour before or 2 hours after meals.",
,Imnovid (previously Pomalidomide Celgene),Multiple Myeloma,pomalidomide,Eflornithine,x,,
,Isturisa,Cushing Syndrome,osilodrostat,saquinavir,," Avoid grapefruit products. Co-administration with grapefruit-containing products inhibits the metabolism of saquinavir.
Take after a meal.",
,Revlimid,"Multiple Myeloma, Lymphoma, Mantle-Cell, Myelodysplastic Syndromes",lenalidomide,retapamulin,,,
,Levodopa/Carbidopa/Entacapone Orion,Parkinson Disease,"levodopa, carbidopa, entacapone",enfuvirtide,x,,
,Quinsair,"Cystic Fibrosis, Respiratory Tract Infections",levofloxacin,Albiglutide,x,,
,Olumiant,"Arthritis, Rheumatoid",baricitinib,abaloparatide,x,,
,Imvanex,Smallpox Vaccine,smallpox vaccine (Live Modified Vaccinia Virus Ankara),recombinant human n-acetylgalactosamine-6-sulfatase,x,,
,Orkambi,Cystic Fibrosis,"lumacaftor, ivacaftor",hydroxocobalamin,x,,
,Travatan,"Glaucoma, Open-Angle, Ocular Hypertension",travoprost,influenza vaccine (whole virion,x,,
,Corbilta (previously Levodopa/Carbidopa/Entacapone Sandoz),Parkinson Disease,"levodopa, carbidopa, entacapone",palonosetron hydrochloride,x,,
,Marixino (previously Maruxa),Alzheimer Disease,memantine,olopatadine hydrochloride,x,,
,Fasturtec,Hyperuricemia,rasburicase,eteplirsen,x,,
,Pramipexole Accord,"Parkinson Disease, Restless Legs Syndrome",pramipexole,emedastine,,,
,Pritor,Hypertension,telmisartan,indinavir sulfate ethanolate,,"Avoid excessive or chronic alcohol consumption.
Avoid grapefruit products.
Take on an empty stomach. Take at least 1 hour before or 2 hours after meals.
Take with a full glass of water.",
,Myalepta,"Lipodystrophy, Familial Partial",metreleptin,retigabine,,"Take with or without food. High-fat meals alter drug absorption, but not to a clinically significant extent.

",
,Exparel liposomal,Acute Pain,bupivacaine,betrixaban maleate,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. These herbs may increase the risk of bleeding. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.
Take at the same time every day.
Take with food. Betrixaban should be taken with food. The Cmax and AUC of betrixaban are decreased by approximately 60% and 55% when administered together with a 900 calorie meal.",
,Kanuma,"Lipid Metabolism, Inborn Errors",sebelipase alfa,dibotermin alfa,x,,
,Urorec,Prostatic Hyperplasia,silodosin,reteplase,x,,
,Cinacalcet Mylan,"Hyperparathyroidism, Secondary, Hypercalcemia",cinacalcet,Bivalirudin,,"Avoid echinacea.
Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
,Rilutek,Amyotrophic Lateral Sclerosis,riluzole,influenza virus (inactivated,x,,
,Alpivab,"Influenza, Human",peramivir,Histamine dihydrochloride,,,
,Betaferon,Multiple Sclerosis,interferon beta-1b,Boceprevir,,"Take with or without food. Food decreases drug exposure, but not to a clinically significant extent.
",
,Extavia,Multiple Sclerosis,interferon beta-1b,Masitinib mesilate,x,,
,Atazanavir Mylan,HIV Infections,atazanavir,Tofacitinib,,"Avoid grapefruit products. Dose adjustments are required when administering CYP3A4 inhibitors (grapefruit) and CYP2C19 inhibitors with tofacitinib.
Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of tofacitinib and may reduce its serum concentration.
Take with or without food.
",
,Ritonavir Mylan,HIV Infections,ritonavir,autologous cultured chondrocytes,x,,
,Gardasil,"Papillomavirus Infections, Uterine Cervical Dysplasia, Condylomata Acuminata, Immunization","human papillomavirus vaccine [types 6, 11, 16, 18] (recombinant, adsorbed)",daclizumab,x,,
,Zepatier,"Hepatitis C, Chronic","elbasvir, grazoprevir",cariprazine hydrochloride,,,
,Caprelsa,Thyroid Neoplasms,vandetanib,epoetin theta,x,,
,Envarsus,Graft Rejection,tacrolimus,nateglinide,,"Take with food. Take up to 30 minutes before meals.
",
,Sifrol,"Restless Legs Syndrome, Parkinson Disease",pramipexole,simeprevir,,,
,Onpattro,"Amyloidosis, Familial",patisiran,telavancin,,,
,Revatio,"Hypertension, Pulmonary",sildenafil,iloperidone,,"Take with or without food. High fat meals may delay the Tmax of iloperidone and its metabolites P88, P95 by 1,2, and 6 hours respectively, without significantly changing the Cmax or AUC.
",
,Iasibon,"Hypercalcemia, Fractures, Bone, Neoplasm Metastasis, Breast Neoplasms",ibandronic acid,sulesomab,x,,
,Atriance,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,nelarabine,etirinotecan pegol,x,,
,Prolia,"Bone Resorption, Osteoporosis, Postmenopausal",denosumab,agalsidase alfa,x,,
,M-M-RVaxPro,"Rubella, Mumps, Immunization, Measles","measles, mumps and rubella vaccine (live)",enclomifene citrate,,,
