diseaseId2	diseaseId1	source	Ngenes	NgenesD1	NgenesD2	union_genes	jaccard_genes	Nvariants	NvariantsD1	NvariantsD2	union_variant	jaccard_variant	diseaseId1_name	diseaseId2_name
772658	C1857025	C0029443	CURATED	0	0	0	0	0	1	1	1	1	1	Osteomyelitis	Progressive congenital scoliosis
772663	C1857025	C0154936	CURATED	0	0	0	0	0	1	1	1	1	1	Pupillary abnormality	Progressive congenital scoliosis
772677	C1857025	C0432073	CURATED	0	0	0	0	0	1	1	1	1	1	Defect of skull ossification	Progressive congenital scoliosis
772696	C1857025	C1846438	CURATED	0	0	0	0	0	1	1	1	1	1	Hypoplastic facial bones	Progressive congenital scoliosis
772698	C1857025	C1847886	CURATED	0	0	0	0	0	1	1	1	1	1	Anomalous branches of internal carotid artery	Progressive congenital scoliosis
772701	C1857025	C1850135	CURATED	0	0	0	0	0	1	1	1	1	1	Flared metaphysis	Progressive congenital scoliosis
772706	C1857025	C1855899	CURATED	0	0	0	0	0	1	1	1	1	1	Broad first metatarsal	Progressive congenital scoliosis
772707	C1857025	C1859363	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of dental eruption	Progressive congenital scoliosis
772708	C1857025	C1859376	CURATED	0	0	0	0	0	1	1	1	1	1	Fused sternal ossification centers	Progressive congenital scoliosis
772714	C1857025	C2032780	CURATED	0	0	0	0	0	1	1	1	1	1	Palate fistula	Progressive congenital scoliosis
772718	C1857025	C4020919	CURATED	0	0	0	0	0	1	1	1	1	1	Dense metaphyseal bands	Progressive congenital scoliosis
772719	C1857025	C4021260	CURATED	0	0	0	0	0	1	1	1	1	1	Long metacarpals	Progressive congenital scoliosis
772720	C1857025	C4021598	CURATED	0	0	0	0	0	1	1	1	1	1	Distal tibial bowing	Progressive congenital scoliosis
772721	C1857025	C4022171	CURATED	0	0	0	0	0	1	1	1	1	1	Periauricular skin pits	Progressive congenital scoliosis
772722	C1857025	C4022592	CURATED	0	0	0	0	0	1	1	1	1	1	Oral motor hypotonia	Progressive congenital scoliosis
772723	C1857025	C4022680	CURATED	0	0	0	0	0	1	1	1	1	1	Lagopthalmos	Progressive congenital scoliosis
772727	C1857025	C4023249	CURATED	0	0	0	0	0	1	1	1	1	1	Patent ductus arteriosus after birth at term	Progressive congenital scoliosis
772728	C1857025	C4023330	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal Descemet membrane morphology	Progressive congenital scoliosis
772732	C1857025	C4023930	CURATED	0	0	0	0	0	1	1	1	1	1	Enlarged epiphyses of the proximal phalanges of the hand	Progressive congenital scoliosis
772734	C1857025	C4024230	CURATED	0	0	0	0	0	1	1	1	1	1	Contracture of the distal interphalangeal joint of the fingers	Progressive congenital scoliosis
772735	C1857025	C4024589	CURATED	0	0	0	0	0	1	1	1	1	1	Aplasia/Hypoplasia of the mandible	Progressive congenital scoliosis
772737	C1857025	C4025411	CURATED	0	0	0	0	0	1	1	1	1	1	Midline defect of the nose	Progressive congenital scoliosis
772738	C1857025	C4025542	CURATED	0	0	0	0	0	1	1	1	1	1	Humeral cortical thickening	Progressive congenital scoliosis
772739	C1857025	C4025842	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal uvea morphology	Progressive congenital scoliosis
772964	C1857451	C4540135	CURATED	0	0	0	0	0	4	6	4	6	0.666666666666667	PITUITARY ADENOMA 3, MULTIPLE TYPES	Acth-Independent Macronodular Adrenal Hyperplasia
773233	C1857527	C3553368	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Limited hip extension	Flattened epiphysis
773269	C1857534	C4551517	CURATED	0	0	0	0	0	1	1	1	1	1	Flared nostrils abnormality	Postnatal onset growth deficiency
773719	C1857641	C1868578	CURATED	0	0	0	0	0	3	3	5	5	0.6	Patellar aplasia	Severe postnatal growth retardation
773727	C1857641	C4225188	CURATED	0	0	0	0	0	3	3	5	5	0.6	MEIER-GORLIN SYNDROME 6	Severe postnatal growth retardation
773812	C1857656	C4021786	CURATED	0	0	0	0	0	1	1	1	1	1	Atypical scarring of skin	Prematurely aged appearance
773813	C1857656	C4023965	CURATED	0	0	0	0	0	1	1	1	1	1	Structural foot deformity	Prematurely aged appearance
773835	C1857657	C0239574	CURATED	0	0	0	0	0	1	1	1	1	1	Low grade fever	Reduced subcutaneous adipose tissue
773843	C1857657	C0750929	CURATED	0	0	0	0	0	1	1	1	1	1	Arnold-Chiari Malformation, Type I	Reduced subcutaneous adipose tissue
773854	C1857657	C3554538	CURATED	0	0	0	0	0	1	1	1	1	1	Persistent lactic acidosis	Reduced subcutaneous adipose tissue
774052	C1857690	C1857699	CURATED	0	0	0	0	0	1	1	1	1	1	Palate telangiectasia	Pulmonary arteriovenous malformation
774055	C1857690	C3809715	CURATED	0	0	0	0	0	1	1	1	1	1	Spontaneous, recurrent epistaxis	Pulmonary arteriovenous malformation
774059	C1857690	C4025877	CURATED	0	0	0	0	0	1	1	1	1	1	Oral cavity telangiectasia	Pulmonary arteriovenous malformation
774062	C1857699	C1857690	CURATED	0	0	0	0	0	1	1	1	1	1	Pulmonary arteriovenous malformation	Palate telangiectasia
774063	C1857699	C3809715	CURATED	0	0	0	0	0	1	1	1	1	1	Spontaneous, recurrent epistaxis	Palate telangiectasia
774065	C1857699	C4025877	CURATED	0	0	0	0	0	1	1	1	1	1	Oral cavity telangiectasia	Palate telangiectasia
774282	C1857779	C1857821	CURATED	1	1	1	1	1	11	17	13	19	0.578947368421053	LEBER CONGENITAL AMAUROSIS 10 (disorder)	SENIOR-LOKEN SYNDROME 6
774286	C1857779	C2673874	CURATED	1	2	1	2	0.5	11	17	13	19	0.578947368421053	BARDET-BIEDL SYNDROME 14 (disorder)	SENIOR-LOKEN SYNDROME 6
774489	C1857813	C1857814	CURATED	0	0	0	0	0	1	1	1	1	1	MACULAR DEGENERATION, AGE-RELATED, NEOVASCULAR TYPE, SUSCEPTIBILITY TO	Macular Degeneration, Age-Related, 7
774495	C1857814	C1857813	CURATED	0	0	0	0	0	1	1	1	1	1	Macular Degeneration, Age-Related, 7	MACULAR DEGENERATION, AGE-RELATED, NEOVASCULAR TYPE, SUSCEPTIBILITY TO
774520	C1857821	C1857779	CURATED	1	1	1	1	1	11	13	17	19	0.578947368421053	SENIOR-LOKEN SYNDROME 6	LEBER CONGENITAL AMAUROSIS 10 (disorder)
774586	C1857845	C1833450	CURATED	0	0	0	0	0	1	1	1	1	1	HASHIMOTO THYROIDITIS, SUSCEPTIBILITY TO	CELIAC DISEASE, SUSCEPTIBILITY TO, 3 (finding)
776077	C1858517	C4015349	CURATED	1	1	1	1	1	27	32	48	53	0.509433962264151	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2S	SPINAL MUSCULAR ATROPHY WITH RESPIRATORY DISTRESS 1
776183	C1858556	C0265287	CURATED	1	5	1	5	0.2	22	27	26	31	0.709677419354839	Acromicric Dysplasia	OVERLAP CONNECTIVE TISSUE DISEASE
776213	C1858556	C1861456	CURATED	1	1	1	1	1	22	26	26	30	0.733333333333333	Stiff Skin Syndrome	OVERLAP CONNECTIVE TISSUE DISEASE
776218	C1858556	C1869115	CURATED	1	3	1	3	0.333333333333333	22	23	26	27	0.814814814814815	Weill-Marchesani Syndrome, Autosomal Dominant	OVERLAP CONNECTIVE TISSUE DISEASE
776222	C1858556	C3280054	CURATED	1	1	1	1	1	22	27	26	31	0.709677419354839	GELEOPHYSIC DYSPLASIA 2	OVERLAP CONNECTIVE TISSUE DISEASE
776225	C1858556	C3541518	CURATED	1	1	1	1	1	22	24	26	28	0.785714285714286	ECTOPIA LENTIS 1, ISOLATED, AUTOSOMAL DOMINANT	OVERLAP CONNECTIVE TISSUE DISEASE
776230	C1858556	C4310796	CURATED	1	1	1	1	1	22	27	26	31	0.709677419354839	MARFAN LIPODYSTROPHY SYNDROME	OVERLAP CONNECTIVE TISSUE DISEASE
776379	C1858558	C0087031	CURATED	3	135	3	135	0.0222222222222222	41	41	42	42	0.976190476190476	Juvenile-Onset Still Disease	Rheumatoid Arthritis, Systemic Juvenile
776483	C1858558	C1384600	CURATED	3	4	3	4	0.75	41	41	42	42	0.976190476190476	Systemic onset juvenile chronic arthritis	Rheumatoid Arthritis, Systemic Juvenile
776502	C1858558	C2931171	CURATED	0	0	0	0	0	31	31	42	42	0.738095238095238	Juvenile pauciarticular chronic arthritis	Rheumatoid Arthritis, Systemic Juvenile
776514	C1858558	C3890205	CURATED	0	0	0	0	0	31	31	42	42	0.738095238095238	Polyarticular Juvenile Idiopathic Arthritis, Rheumatoid Factor Negative	Rheumatoid Arthritis, Systemic Juvenile
776515	C1858558	C3898105	CURATED	0	0	0	0	0	31	34	42	45	0.688888888888889	Oligoarticular Juvenile Idiopathic Arthritis	Rheumatoid Arthritis, Systemic Juvenile
776606	C1858565	C0156394	CURATED	0	0	0	0	0	1	1	1	1	1	Hypertrophy of clitoris	Duplicated collecting system
776617	C1858565	C0578531	CURATED	0	0	0	0	0	1	1	1	1	1	Skin dimple	Duplicated collecting system
776627	C1858565	C1850048	CURATED	0	0	0	0	0	1	1	1	1	1	Absent proximal finger flexion creases	Duplicated collecting system
776634	C1858565	C1856644	CURATED	0	0	0	0	0	1	1	1	1	1	Absent/hypoplastic coccyx	Duplicated collecting system
776639	C1858565	C2751480	CURATED	0	0	0	0	0	1	1	1	1	1	Hypoplastic coccygeal vertebrae	Duplicated collecting system
776643	C1858565	C4021161	CURATED	0	0	0	0	0	1	1	1	1	1	Multiple suture craniosynostosis	Duplicated collecting system
776644	C1858565	C4022490	CURATED	0	0	0	0	0	1	1	1	1	1	Prominent coccyx	Duplicated collecting system
776668	C1858592	C3203483	CURATED	0	0	0	0	0	6	6	6	6	1	Pulmonary chondroma	Carney Triad
776770	C1858977	C0014457	CURATED	0	0	0	0	0	1	1	1	1	1	Eosinophilia	Increased IgG level
776775	C1858977	C0151683	CURATED	0	0	0	0	0	1	1	1	1	1	Neutrophilia (finding)	Increased IgG level
776779	C1858977	C0239984	CURATED	0	0	0	0	0	1	1	1	1	1	Increased IgA level	Increased IgG level
776782	C1858977	C1839167	CURATED	0	0	0	0	0	1	1	1	1	1	Intermittent thrombocytopenia	Increased IgG level
776783	C1858977	C1839305	CURATED	0	0	0	0	0	1	1	1	1	1	Decreased proportion of CD8-positive T cells	Increased IgG level
776786	C1858977	C4021098	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal natural killer cell morphology	Increased IgG level
776789	C1858977	C4025749	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of the spleen	Increased IgG level
776790	C1858977	C4072911	CURATED	0	0	0	0	0	1	1	1	1	1	Decreased proportion of naive B cells	Increased IgG level
776791	C1858977	C4072914	CURATED	0	0	0	0	0	1	1	1	1	1	Increased proportion of memory B cells	Increased IgG level
776792	C1858977	C4721383	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal esophagus morphology	Increased IgG level
777676	C1859481	C4021603	CURATED	0	0	0	0	0	1	1	1	1	1	Widely spaced primary teeth	Abnormal finger flexion creases
777678	C1859481	C4024661	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of the vertebral spinous processes	Abnormal finger flexion creases
777687	C1859495	C0746495	CURATED	0	0	0	0	0	2	2	2	2	1	Recurrent meningitis	Episodic hemolytic anemia
777688	C1859495	C3809369	CURATED	0	0	0	0	0	2	3	2	3	0.666666666666667	PAROXYSMAL NOCTURNAL HEMOGLOBINURIA 2	Episodic hemolytic anemia
777709	C1859506	C0476369	CURATED	0	0	0	0	0	1	1	1	1	1	Echocardiogram abnormal	Acute hyperammonemia
777726	C1859506	C4023125	CURATED	0	0	0	0	0	1	1	1	1	1	Decreased activity of mitochondrial ATP synthase complex	Acute hyperammonemia
777799	C1859516	C3807306	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Acute rhabdomyolysis	Episodic metabolic acidosis
777806	C1859516	C4025572	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Episodic flaccid weakness	Episodic metabolic acidosis
778044	C1859697	C1833328	CURATED	0	0	0	0	0	1	1	1	1	1	Enlarged epiphyses	Enlargement of the proximal femoral epiphysis
778046	C1859697	C1859700	CURATED	0	0	0	0	0	1	1	1	1	1	Enlarged metacarpophalangeal joints	Enlargement of the proximal femoral epiphysis
778050	C1859700	C1833328	CURATED	0	0	0	0	0	1	1	1	1	1	Enlarged epiphyses	Enlarged metacarpophalangeal joints
778052	C1859700	C1859697	CURATED	0	0	0	0	0	1	1	1	1	1	Enlargement of the proximal femoral epiphysis	Enlarged metacarpophalangeal joints
778312	C1859775	C4023771	CURATED	0	0	0	0	0	1	1	1	1	1	Anterior pituitary dysgenesis	Anterior pituitary hypoplasia
778602	C1859882	C0003081	CURATED	0	0	0	0	0	1	1	1	1	1	Anisometropia	Pigmentation of the sclera
778611	C1859882	C0027961	CURATED	0	0	0	0	0	1	1	1	1	1	Nevus of Ota	Pigmentation of the sclera
778613	C1859882	C0037299	CURATED	0	0	0	0	0	1	1	1	1	1	Skin Ulcer	Pigmentation of the sclera
778614	C1859882	C0038505	CURATED	0	0	0	0	0	1	1	1	1	1	Sturge-Weber Syndrome	Pigmentation of the sclera
778626	C1859882	C0241665	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal venous morphology	Pigmentation of the sclera
778629	C1859882	C0522035	CURATED	0	0	0	0	0	1	1	1	1	1	Edema of the upper extremity	Pigmentation of the sclera
778637	C1859882	C2673776	CURATED	0	0	0	0	0	1	1	1	1	1	Vascular tortuosity	Pigmentation of the sclera
778639	C1859882	C4024885	CURATED	0	0	0	0	0	1	1	1	1	1	Macular hyperpigmented dermopathy	Pigmentation of the sclera
778641	C1859882	C4476886	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal vena cava morphology	Pigmentation of the sclera
778649	C1859923	C0158465	CURATED	0	0	0	0	0	1	1	1	1	1	Acquired cubitus valgus	Freckles in sun-exposed areas
778665	C1859923	C1835194	CURATED	0	0	0	0	0	1	1	1	1	1	Thick corpus callosum	Freckles in sun-exposed areas
778669	C1859923	C1840309	CURATED	0	0	0	0	0	1	1	1	1	1	Short 4th metacarpal	Freckles in sun-exposed areas
778680	C1859923	C4025870	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of the mandible	Freckles in sun-exposed areas
778840	C1859972	C0205770	CURATED	1	1	1	1	1	6	7	6	7	0.857142857142857	Choroid Plexus Papilloma	ADRENOCORTICAL CARCINOMA, HEREDITARY
778953	C1859972	C3553606	CURATED	1	1	1	1	1	6	7	6	7	0.857142857142857	BASAL CELL CARCINOMA, SUSCEPTIBILITY TO, 7	ADRENOCORTICAL CARCINOMA, HEREDITARY
779027	C1859998	C3151153	CURATED	0	0	0	0	0	1	1	1	1	1	ADENOMA, CORTISOL-PRODUCING	CARCINOMA, ADRENOCORTICAL, ANDROGEN-SECRETING
779189	C1860121	C3554055	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	PEROXISOME BIOGENESIS DISORDER 14B	Decreased testosterone in males
779195	C1860128	C0040261	CURATED	0	0	0	0	0	1	1	1	1	1	Onychomycosis	Recurrent candida infections
779197	C1860128	C1835686	CURATED	0	0	0	0	0	1	1	1	1	1	Recurrent bacterial skin infections	Recurrent candida infections
779200	C1860128	C2673462	CURATED	0	0	0	0	0	1	1	1	1	1	Recurrent Staphylococcus aureus infections	Recurrent candida infections
779271	C1860216	C0234517	CURATED	0	0	0	0	0	1	1	1	1	1	Anarthria speech disorder	Progressive choreoathetosis
779274	C1860216	C0238621	CURATED	0	0	0	0	0	1	1	1	1	1	Aminoaciduria	Progressive choreoathetosis
779277	C1860216	C0241775	CURATED	0	0	0	0	0	1	1	1	1	1	Organic aciduria	Progressive choreoathetosis
779290	C1860216	C1848954	CURATED	0	0	0	0	0	1	1	1	1	1	Generalized dystonia	Progressive choreoathetosis
779292	C1860216	C1850309	CURATED	0	0	0	0	0	1	1	1	1	1	Mildly elevated creatine phosphokinase	Progressive choreoathetosis
779294	C1860216	C3887667	CURATED	0	0	0	0	0	1	1	1	1	1	Retrocollis	Progressive choreoathetosis
779295	C1860216	C4022785	CURATED	0	0	0	0	0	1	1	1	1	1	Iron accumulation in substantia nigra	Progressive choreoathetosis
779300	C1860216	C4551676	CURATED	0	0	0	0	0	1	1	1	1	1	Laryngismus stridulus	Progressive choreoathetosis
779632	C1860335	C1834297	CURATED	0	0	0	0	0	7	7	12	12	0.583333333333333	Inguinal freckling	Axillary freckling
779882	C1860475	C1834737	CURATED	0	0	0	0	0	1	1	1	1	1	Cutaneous syndactyly of toes	Retinal vascular tortuosity
779886	C1860475	C1837503	CURATED	0	0	0	0	0	1	1	1	1	1	Small cerebral cortex	Retinal vascular tortuosity
779917	C1860475	C4021041	CURATED	0	0	0	0	0	1	1	1	1	1	Maternal fever in pregnancy	Retinal vascular tortuosity
779918	C1860475	C4022561	CURATED	0	0	0	0	0	1	1	1	1	1	Maternal first trimester fever	Retinal vascular tortuosity
779919	C1860475	C4022733	CURATED	0	0	0	0	0	1	1	1	1	1	Widened cerebral subarachnoid space	Retinal vascular tortuosity
780056	C1860518	C0024145	CURATED	1	3	1	3	0.333333333333333	8	8	9	9	0.888888888888889	Chilblain lupus 1	Vasculopathy, Retinal, With Cerebral Leukodystrophy
782160	C1861451	C0410207	CURATED	2	14	2	14	0.142857142857143	4	4	5	5	0.8	Tubular Aggregate Myopathy	Stormorken Syndrome
782249	C1861456	C0265287	CURATED	1	5	1	5	0.2	22	27	26	31	0.709677419354839	Acromicric Dysplasia	Stiff Skin Syndrome
782277	C1861456	C1858556	CURATED	1	1	1	1	1	22	26	26	30	0.733333333333333	OVERLAP CONNECTIVE TISSUE DISEASE	Stiff Skin Syndrome
782282	C1861456	C1869115	CURATED	1	3	1	3	0.333333333333333	22	23	26	27	0.814814814814815	Weill-Marchesani Syndrome, Autosomal Dominant	Stiff Skin Syndrome
782286	C1861456	C3280054	CURATED	1	1	1	1	1	22	27	26	31	0.709677419354839	GELEOPHYSIC DYSPLASIA 2	Stiff Skin Syndrome
782288	C1861456	C3541518	CURATED	1	1	1	1	1	22	24	26	28	0.785714285714286	ECTOPIA LENTIS 1, ISOLATED, AUTOSOMAL DOMINANT	Stiff Skin Syndrome
782293	C1861456	C4310796	CURATED	1	1	1	1	1	22	27	26	31	0.709677419354839	MARFAN LIPODYSTROPHY SYNDROME	Stiff Skin Syndrome
782593	C1861653	C0235592	CURATED	0	0	0	0	0	1	1	1	1	1	Cervical lymphadenopathy	Mandibular enlargement
782930	C1861864	C1832243	CURATED	1	1	1	1	1	22	24	30	32	0.6875	CARDIOMYOPATHY, DILATED, 1D (disorder)	Cardiomyopathy, Familial Hypertrophic, 2
782934	C1861864	C2676271	CURATED	1	1	1	1	1	21	21	30	30	0.7	CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 3 (disorder)	Cardiomyopathy, Familial Hypertrophic, 2
783152	C1861873	C0264169	CURATED	0	0	0	0	0	1	1	1	1	1	Saddle nose	Multiple plantar creases
783154	C1861873	C0344925	CURATED	0	0	0	0	0	1	1	1	1	1	Perimembranous ventricular septal defect	Multiple plantar creases
783157	C1861873	C0431501	CURATED	0	0	0	0	0	1	1	1	1	1	Bilateral arterial duct	Multiple plantar creases
783175	C1861873	C4021943	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of the xiphoid process	Multiple plantar creases
783176	C1861873	C4023237	CURATED	0	0	0	0	0	1	1	1	1	1	Interrupted inferior vena cava with azygous continuation	Multiple plantar creases
783196	C1861921	C0239594	CURATED	0	0	0	0	0	1	1	1	1	1	Short finger	Cutaneous syndactyly
783238	C1861921	C1849164	CURATED	0	0	0	0	0	1	1	1	1	1	Long, smooth philtrum	Cutaneous syndactyly
783239	C1861921	C1855286	CURATED	0	0	0	0	0	1	1	1	1	1	Long curly eyelashes	Cutaneous syndactyly
783244	C1861921	C4015466	CURATED	0	0	0	0	0	1	1	1	1	1	Bilateral clinodactyly	Cutaneous syndactyly
783333	C1862066	C0238300	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Stenosis of nasolacrimal duct	Branchial anomaly
783361	C1862095	C1835095	CURATED	0	0	0	0	0	1	1	1	1	1	Macrodontia of permanent maxillary central incisor	Bilateral single transverse palmar creases
784471	C1862941	C1842675	CURATED	0	0	0	0	0	51	67	51	67	0.761194029850746	AMYOTROPHIC LATERAL SCLEROSIS 6 (disorder)	Amyotrophic Lateral Sclerosis, Sporadic
784531	C1862941	C3542025	CURATED	0	0	0	0	0	51	54	51	54	0.944444444444444	AMYOTROPHIC LATERAL SCLEROSIS 1, AUTOSOMAL RECESSIVE	Amyotrophic Lateral Sclerosis, Sporadic
784582	C1863008	C0018564	CURATED	0	0	0	0	0	2	2	2	2	1	Hand deformities	Yellow-brown discoloration of the teeth
784588	C1863008	C0345371	CURATED	0	0	0	0	0	2	3	2	3	0.666666666666667	Hypoplasia of lower limb	Yellow-brown discoloration of the teeth
784592	C1863008	C0549306	CURATED	0	0	0	0	0	2	3	2	3	0.666666666666667	Mesomelia	Yellow-brown discoloration of the teeth
784594	C1863008	C0743924	CURATED	0	0	0	0	0	2	2	2	2	1	Short fetal femur length	Yellow-brown discoloration of the teeth
784598	C1863008	C1837406	CURATED	0	0	0	0	0	2	3	2	3	0.666666666666667	Hypoplasia involving bones of the upper limbs	Yellow-brown discoloration of the teeth
784602	C1863008	C1842153	CURATED	0	0	0	0	0	2	2	2	2	1	Irregular vertebral endplates	Yellow-brown discoloration of the teeth
784609	C1863008	C2673654	CURATED	0	0	0	0	0	2	2	2	2	1	Rhizo-meso-acromelic limb shortening	Yellow-brown discoloration of the teeth
784615	C1863008	C4023675	CURATED	0	0	0	0	0	2	2	2	2	1	Acromelia	Yellow-brown discoloration of the teeth
784620	C1863012	C0265333	CURATED	1	1	1	1	1	3	4	3	4	0.75	Tricho-dento-osseous syndrome (disorder)	Amelogenesis Imperfecta, Type IV
785095	C1864148	C1842577	CURATED	1	1	1	1	1	10	14	12	16	0.625	JOUBERT SYNDROME 2	MECKEL SYNDROME, TYPE 2
785187	C1864361	C3278509	CURATED	0	0	0	0	0	1	1	1	1	1	Spinal fusion	Lower thoracic kyphosis
785188	C1864361	C4021099	CURATED	0	0	0	0	0	1	1	1	1	1	Orthostatic tachycardia	Lower thoracic kyphosis
785217	C1864436	C0001080	CURATED	1	1	1	1	1	7	9	7	9	0.777777777777778	Achondroplasia	Muenke Syndrome
785288	C1864436	C1864852	CURATED	1	1	1	1	1	7	10	7	10	0.7	CATSHL syndrome	Muenke Syndrome
785290	C1864436	C1868678	CURATED	1	1	1	1	1	7	12	7	12	0.583333333333333	THANATOPHORIC DYSPLASIA, TYPE I (disorder)	Muenke Syndrome
785292	C1864436	C2674173	CURATED	1	1	1	1	1	7	7	7	7	1	Achondroplasia, Severe, With Developmental Delay And Acanthosis Nigricans	Muenke Syndrome
785293	C1864436	C2677099	CURATED	1	1	1	1	1	7	8	7	8	0.875	CROUZON SYNDROME WITH ACANTHOSIS NIGRICANS (disorder)	Muenke Syndrome
785520	C1865847	C0345375	CURATED	0	0	0	0	0	2	3	2	3	0.666666666666667	Congenital hypoplasia of femur	Ulnar bowing
785521	C1865847	C0432098	CURATED	0	0	0	0	0	2	2	2	2	1	Cleft Soft Palate	Ulnar bowing
785523	C1865847	C1851310	CURATED	0	0	0	0	0	2	2	2	2	1	Aplasia/hypoplasia of the femur	Ulnar bowing
785525	C1865847	C1859399	CURATED	0	0	0	0	0	2	2	2	2	1	Radial bowing	Ulnar bowing
785647	C1865870	C1848604	CURATED	1	1	1	1	1	34	36	38	40	0.85	USHER SYNDROME, TYPE IC	Deafness, Autosomal Recessive 18
786122	C1865918	C0020258	CURATED	0	0	0	0	0	2	2	2	2	1	Hydrocephalus, Normal Pressure	Restrictive external ophthalmoplegia
786127	C1865918	C1839437	CURATED	0	0	0	0	0	2	3	2	3	0.666666666666667	Chronic lactic acidosis	Restrictive external ophthalmoplegia
786133	C1865918	C3203358	CURATED	0	0	0	0	0	2	2	2	2	1	Hypoventilation	Restrictive external ophthalmoplegia
786875	C1866180	C1142132	CURATED	0	0	0	0	0	1	1	1	1	1	Carnitine deficiency	Horizontal pendular nystagmus
786879	C1866180	C1844946	CURATED	0	0	0	0	0	1	1	1	1	1	Episodic hypoventilation	Horizontal pendular nystagmus
787186	C1866245	C0009451	CURATED	0	0	0	0	0	1	1	1	1	1	Communicating Hydrocephalus	Hyperpigmented streaks
787194	C1866245	C0152207	CURATED	0	0	0	0	0	1	1	1	1	1	Alternating Exotropia	Hyperpigmented streaks
787209	C1866245	C1835764	CURATED	0	0	0	0	0	1	1	1	1	1	Vertebral arch anomaly	Hyperpigmented streaks
787221	C1866245	C1850853	CURATED	0	0	0	0	0	1	1	1	1	1	Hyperextensibility at wrists	Hyperpigmented streaks
787238	C1866245	C3806616	CURATED	0	0	0	0	0	1	1	1	1	1	Macular hypopigmented whorls, streaks, and patches	Hyperpigmented streaks
787242	C1866245	C4022871	CURATED	0	0	0	0	0	1	1	1	1	1	Extra-axial cerebrospinal fluid accumulation	Hyperpigmented streaks
787245	C1866245	C4024854	CURATED	0	0	0	0	0	1	1	1	1	1	Irregular hyperpigmentation of back	Hyperpigmented streaks
787246	C1866245	C4024877	CURATED	0	0	0	0	0	1	1	1	1	1	Hyperpigmented/hypopigmented macules	Hyperpigmented streaks
787249	C1866245	C4476709	CURATED	0	0	0	0	0	1	1	1	1	1	Delayed ability to stand	Hyperpigmented streaks
787250	C1866245	C4476710	CURATED	0	0	0	0	0	1	1	1	1	1	Delayed ability to sit	Hyperpigmented streaks
787381	C1866351	C1866352	CURATED	0	0	0	0	0	13	13	13	13	1	Peroxisome Biogenesis Disorder, Complementation Group R	Peroxisome Biogenesis Disorder, Complementation Group 11
787382	C1866351	C2749346	CURATED	0	0	0	0	0	13	13	13	13	1	Refsum Disease, Adult, 2	Peroxisome Biogenesis Disorder, Complementation Group 11
787385	C1866352	C1866351	CURATED	0	0	0	0	0	13	13	13	13	1	Peroxisome Biogenesis Disorder, Complementation Group 11	Peroxisome Biogenesis Disorder, Complementation Group R
787386	C1866352	C2749346	CURATED	0	0	0	0	0	13	13	13	13	1	Refsum Disease, Adult, 2	Peroxisome Biogenesis Disorder, Complementation Group R
787402	C1866376	C0018553	CURATED	0	0	0	0	0	56	107	56	107	0.523364485981308	Hamartoma Syndrome, Multiple	Pten Hamartoma Tumor Syndrome With Granular Cell Tumor
787439	C1866376	C0391826	CURATED	0	0	0	0	0	56	58	56	58	0.96551724137931	Lhermitte-Duclos disease	Pten Hamartoma Tumor Syndrome With Granular Cell Tumor
787457	C1866376	C1834711	CURATED	0	0	0	0	0	56	56	56	56	1	CEREBELLOPARENCHYMAL DISORDER VI	Pten Hamartoma Tumor Syndrome With Granular Cell Tumor
787458	C1866376	C1834712	CURATED	0	0	0	0	0	56	56	56	56	1	Cerebellar Granule Cell Hypertrophy and Megalencephaly	Pten Hamartoma Tumor Syndrome With Granular Cell Tumor
787464	C1866376	C1866398	CURATED	0	0	0	0	0	56	56	56	56	1	Proteus-Like Syndrome (disorder)	Pten Hamartoma Tumor Syndrome With Granular Cell Tumor
787518	C1866398	C0018553	CURATED	2	9	2	9	0.222222222222222	56	107	56	107	0.523364485981308	Hamartoma Syndrome, Multiple	Proteus-Like Syndrome (disorder)
787666	C1866398	C0391826	CURATED	1	2	2	3	0.333333333333333	56	58	56	58	0.96551724137931	Lhermitte-Duclos disease	Proteus-Like Syndrome (disorder)
787733	C1866398	C1834711	CURATED	0	0	0	0	0	56	56	56	56	1	CEREBELLOPARENCHYMAL DISORDER VI	Proteus-Like Syndrome (disorder)
